,Id,State,Country,Lat,Long,Date,ConfirmedCases,Fatalities,pdc
1103,1716,not,Azerbaijan,40.1431,47.5769,03-03-2020,3,0,3
1104,1717,not,Azerbaijan,40.1431,47.5769,04-03-2020,3,0,3
1105,1718,not,Azerbaijan,40.1431,47.5769,05-03-2020,6,0,3
1106,1719,not,Azerbaijan,40.1431,47.5769,06-03-2020,6,0,6
1107,1720,not,Azerbaijan,40.1431,47.5769,07-03-2020,9,0,6
1108,1721,not,Azerbaijan,40.1431,47.5769,08-03-2020,9,0,9
1109,1722,not,Azerbaijan,40.1431,47.5769,09-03-2020,9,0,9
1110,1723,not,Azerbaijan,40.1431,47.5769,10-03-2020,11,0,9
1111,1724,not,Azerbaijan,40.1431,47.5769,11-03-2020,11,0,11
1112,1725,not,Azerbaijan,40.1431,47.5769,12-03-2020,11,0,11
1113,1726,not,Azerbaijan,40.1431,47.5769,13-03-2020,15,1,11
1114,1727,not,Azerbaijan,40.1431,47.5769,14-03-2020,15,1,15
1115,1728,not,Azerbaijan,40.1431,47.5769,15-03-2020,23,1,15
1116,1729,not,Azerbaijan,40.1431,47.5769,16-03-2020,15,1,23
1117,1730,not,Azerbaijan,40.1431,47.5769,17-03-2020,28,1,15
1118,1731,not,Azerbaijan,40.1431,47.5769,18-03-2020,28,1,28
1119,1732,not,Azerbaijan,40.1431,47.5769,19-03-2020,44,1,28
1120,1733,not,Azerbaijan,40.1431,47.5769,20-03-2020,44,1,44
1121,1768,not,Bahrain,26.0275,50.55,22-01-2020,0,0,2
1122,1769,not,Bahrain,26.0275,50.55,23-01-2020,0,0,0
1123,1770,not,Bahrain,26.0275,50.55,24-01-2020,0,0,0
1124,1771,not,Bahrain,26.0275,50.55,25-01-2020,0,0,0
1125,1772,not,Bahrain,26.0275,50.55,26-01-2020,0,0,0
1126,1773,not,Bahrain,26.0275,50.55,27-01-2020,0,0,0
1127,1774,not,Bahrain,26.0275,50.55,28-01-2020,0,0,0
1128,1775,not,Bahrain,26.0275,50.55,29-01-2020,0,0,0
1129,1776,not,Bahrain,26.0275,50.55,30-01-2020,0,0,0
1130,1777,not,Bahrain,26.0275,50.55,31-01-2020,0,0,0
1131,1778,not,Bahrain,26.0275,50.55,01-02-2020,0,0,0
1132,1779,not,Bahrain,26.0275,50.55,02-02-2020,0,0,0
1133,1780,not,Bahrain,26.0275,50.55,03-02-2020,0,0,0
1134,1781,not,Bahrain,26.0275,50.55,04-02-2020,0,0,0
1135,1782,not,Bahrain,26.0275,50.55,05-02-2020,0,0,0
1136,1783,not,Bahrain,26.0275,50.55,06-02-2020,0,0,0
1137,1784,not,Bahrain,26.0275,50.55,07-02-2020,0,0,0
1138,1785,not,Bahrain,26.0275,50.55,08-02-2020,0,0,0
1139,1786,not,Bahrain,26.0275,50.55,09-02-2020,0,0,0
1140,1787,not,Bahrain,26.0275,50.55,10-02-2020,0,0,0
1141,1788,not,Bahrain,26.0275,50.55,11-02-2020,0,0,0
1142,1789,not,Bahrain,26.0275,50.55,12-02-2020,0,0,0
1143,1790,not,Bahrain,26.0275,50.55,13-02-2020,0,0,0
1144,1791,not,Bahrain,26.0275,50.55,14-02-2020,0,0,0
1145,1792,not,Bahrain,26.0275,50.55,15-02-2020,0,0,0
1146,1793,not,Bahrain,26.0275,50.55,16-02-2020,0,0,0
1147,1794,not,Bahrain,26.0275,50.55,17-02-2020,0,0,0
1148,1795,not,Bahrain,26.0275,50.55,18-02-2020,0,0,0
1149,1796,not,Bahrain,26.0275,50.55,19-02-2020,0,0,0
1150,1797,not,Bahrain,26.0275,50.55,20-02-2020,0,0,0
1151,1798,not,Bahrain,26.0275,50.55,21-02-2020,0,0,0
1152,1799,not,Bahrain,26.0275,50.55,22-02-2020,0,0,0
1153,1800,not,Bahrain,26.0275,50.55,23-02-2020,0,0,0
1154,1801,not,Bahrain,26.0275,50.55,24-02-2020,1,0,0
1155,1802,not,Bahrain,26.0275,50.55,25-02-2020,23,0,1
1156,1803,not,Bahrain,26.0275,50.55,26-02-2020,33,0,23
1157,1804,not,Bahrain,26.0275,50.55,27-02-2020,33,0,33
1158,1805,not,Bahrain,26.0275,50.55,28-02-2020,36,0,33
1159,1806,not,Bahrain,26.0275,50.55,29-02-2020,41,0,36
1160,1807,not,Bahrain,26.0275,50.55,01-03-2020,47,0,41
1161,1808,not,Bahrain,26.0275,50.55,02-03-2020,49,0,47
1162,1809,not,Bahrain,26.0275,50.55,03-03-2020,49,0,49
1163,1810,not,Bahrain,26.0275,50.55,04-03-2020,52,0,49
1164,1811,not,Bahrain,26.0275,50.55,05-03-2020,55,0,52
1165,1812,not,Bahrain,26.0275,50.55,06-03-2020,60,0,55
1166,1813,not,Bahrain,26.0275,50.55,07-03-2020,85,0,60
1167,1814,not,Bahrain,26.0275,50.55,08-03-2020,85,0,85
1168,1815,not,Bahrain,26.0275,50.55,09-03-2020,95,0,85
1169,1816,not,Bahrain,26.0275,50.55,10-03-2020,110,0,95
1170,1817,not,Bahrain,26.0275,50.55,11-03-2020,195,0,110
1171,1818,not,Bahrain,26.0275,50.55,12-03-2020,195,0,195
1172,1819,not,Bahrain,26.0275,50.55,13-03-2020,189,0,195
1173,1820,not,Bahrain,26.0275,50.55,14-03-2020,210,0,189
1174,1821,not,Bahrain,26.0275,50.55,15-03-2020,214,0,210
1175,1822,not,Bahrain,26.0275,50.55,16-03-2020,214,1,214
1176,1823,not,Bahrain,26.0275,50.55,17-03-2020,228,1,214
1177,1824,not,Bahrain,26.0275,50.55,18-03-2020,256,1,228
1178,1825,not,Bahrain,26.0275,50.55,19-03-2020,278,1,256
1179,1826,not,Bahrain,26.0275,50.55,20-03-2020,285,1,278
1180,1861,not,Bangladesh,23.685,90.3563,22-01-2020,0,0,2
1181,1862,not,Bangladesh,23.685,90.3563,23-01-2020,0,0,0
1182,1863,not,Bangladesh,23.685,90.3563,24-01-2020,0,0,0
1183,1864,not,Bangladesh,23.685,90.3563,25-01-2020,0,0,0
1184,1865,not,Bangladesh,23.685,90.3563,26-01-2020,0,0,0
1185,1866,not,Bangladesh,23.685,90.3563,27-01-2020,0,0,0
1186,1867,not,Bangladesh,23.685,90.3563,28-01-2020,0,0,0
1187,1868,not,Bangladesh,23.685,90.3563,29-01-2020,0,0,0
1188,1869,not,Bangladesh,23.685,90.3563,30-01-2020,0,0,0
1189,1870,not,Bangladesh,23.685,90.3563,31-01-2020,0,0,0
1190,1871,not,Bangladesh,23.685,90.3563,01-02-2020,0,0,0
1191,1872,not,Bangladesh,23.685,90.3563,02-02-2020,0,0,0
1192,1873,not,Bangladesh,23.685,90.3563,03-02-2020,0,0,0
1193,1874,not,Bangladesh,23.685,90.3563,04-02-2020,0,0,0
1194,1875,not,Bangladesh,23.685,90.3563,05-02-2020,0,0,0
1195,1876,not,Bangladesh,23.685,90.3563,06-02-2020,0,0,0
1196,1877,not,Bangladesh,23.685,90.3563,07-02-2020,0,0,0
1197,1878,not,Bangladesh,23.685,90.3563,08-02-2020,0,0,0
1198,1879,not,Bangladesh,23.685,90.3563,09-02-2020,0,0,0
1199,1880,not,Bangladesh,23.685,90.3563,10-02-2020,0,0,0
1200,1881,not,Bangladesh,23.685,90.3563,11-02-2020,0,0,0
1201,1882,not,Bangladesh,23.685,90.3563,12-02-2020,0,0,0
1202,1883,not,Bangladesh,23.685,90.3563,13-02-2020,0,0,0
1203,1884,not,Bangladesh,23.685,90.3563,14-02-2020,0,0,0
1204,1885,not,Bangladesh,23.685,90.3563,15-02-2020,0,0,0
1205,1886,not,Bangladesh,23.685,90.3563,16-02-2020,0,0,0
1206,1887,not,Bangladesh,23.685,90.3563,17-02-2020,0,0,0
1207,1888,not,Bangladesh,23.685,90.3563,18-02-2020,0,0,0
1208,1889,not,Bangladesh,23.685,90.3563,19-02-2020,0,0,0
1209,1890,not,Bangladesh,23.685,90.3563,20-02-2020,0,0,0
1210,1891,not,Bangladesh,23.685,90.3563,21-02-2020,0,0,0
1211,1892,not,Bangladesh,23.685,90.3563,22-02-2020,0,0,0
1212,1893,not,Bangladesh,23.685,90.3563,23-02-2020,0,0,0
1213,1894,not,Bangladesh,23.685,90.3563,24-02-2020,0,0,0
1214,1895,not,Bangladesh,23.685,90.3563,25-02-2020,0,0,0
1215,1896,not,Bangladesh,23.685,90.3563,26-02-2020,0,0,0
1216,1897,not,Bangladesh,23.685,90.3563,27-02-2020,0,0,0
1217,1898,not,Bangladesh,23.685,90.3563,28-02-2020,0,0,0
1218,1899,not,Bangladesh,23.685,90.3563,29-02-2020,0,0,0
1219,1900,not,Bangladesh,23.685,90.3563,01-03-2020,0,0,0
1220,1901,not,Bangladesh,23.685,90.3563,02-03-2020,0,0,0
1221,1902,not,Bangladesh,23.685,90.3563,03-03-2020,0,0,0
1222,1903,not,Bangladesh,23.685,90.3563,04-03-2020,0,0,0
1223,1904,not,Bangladesh,23.685,90.3563,05-03-2020,0,0,0
1224,1905,not,Bangladesh,23.685,90.3563,06-03-2020,0,0,0
1225,1906,not,Bangladesh,23.685,90.3563,07-03-2020,0,0,0
1226,1907,not,Bangladesh,23.685,90.3563,08-03-2020,3,0,0
1227,1908,not,Bangladesh,23.685,90.3563,09-03-2020,3,0,3
1228,1909,not,Bangladesh,23.685,90.3563,10-03-2020,3,0,3
1229,1910,not,Bangladesh,23.685,90.3563,11-03-2020,3,0,3
1230,1911,not,Bangladesh,23.685,90.3563,12-03-2020,3,0,3
1231,1912,not,Bangladesh,23.685,90.3563,13-03-2020,3,0,3
1232,1913,not,Bangladesh,23.685,90.3563,14-03-2020,3,0,3
1233,1914,not,Bangladesh,23.685,90.3563,15-03-2020,5,0,3
1234,1915,not,Bangladesh,23.685,90.3563,16-03-2020,8,0,5
1235,1916,not,Bangladesh,23.685,90.3563,17-03-2020,10,0,8
1236,1917,not,Bangladesh,23.685,90.3563,18-03-2020,14,1,10
1237,1918,not,Bangladesh,23.685,90.3563,19-03-2020,17,1,14
1238,1919,not,Bangladesh,23.685,90.3563,20-03-2020,20,1,17
1239,1954,not,Barbados,13.1939,-59.5432,22-01-2020,0,0,2
1240,1955,not,Barbados,13.1939,-59.5432,23-01-2020,0,0,0
1241,1956,not,Barbados,13.1939,-59.5432,24-01-2020,0,0,0
1242,1957,not,Barbados,13.1939,-59.5432,25-01-2020,0,0,0
1243,1958,not,Barbados,13.1939,-59.5432,26-01-2020,0,0,0
1244,1959,not,Barbados,13.1939,-59.5432,27-01-2020,0,0,0
1245,1960,not,Barbados,13.1939,-59.5432,28-01-2020,0,0,0
1246,1961,not,Barbados,13.1939,-59.5432,29-01-2020,0,0,0
1247,1962,not,Barbados,13.1939,-59.5432,30-01-2020,0,0,0
1248,1963,not,Barbados,13.1939,-59.5432,31-01-2020,0,0,0
1249,1964,not,Barbados,13.1939,-59.5432,01-02-2020,0,0,0
1250,1965,not,Barbados,13.1939,-59.5432,02-02-2020,0,0,0
1251,1966,not,Barbados,13.1939,-59.5432,03-02-2020,0,0,0
1252,1967,not,Barbados,13.1939,-59.5432,04-02-2020,0,0,0
1253,1968,not,Barbados,13.1939,-59.5432,05-02-2020,0,0,0
1254,1969,not,Barbados,13.1939,-59.5432,06-02-2020,0,0,0
1255,1970,not,Barbados,13.1939,-59.5432,07-02-2020,0,0,0
1256,1971,not,Barbados,13.1939,-59.5432,08-02-2020,0,0,0
1257,1972,not,Barbados,13.1939,-59.5432,09-02-2020,0,0,0
1258,1973,not,Barbados,13.1939,-59.5432,10-02-2020,0,0,0
1259,1974,not,Barbados,13.1939,-59.5432,11-02-2020,0,0,0
1260,1975,not,Barbados,13.1939,-59.5432,12-02-2020,0,0,0
1261,1976,not,Barbados,13.1939,-59.5432,13-02-2020,0,0,0
1262,1977,not,Barbados,13.1939,-59.5432,14-02-2020,0,0,0
1263,1978,not,Barbados,13.1939,-59.5432,15-02-2020,0,0,0
1264,1979,not,Barbados,13.1939,-59.5432,16-02-2020,0,0,0
1265,1980,not,Barbados,13.1939,-59.5432,17-02-2020,0,0,0
1266,1981,not,Barbados,13.1939,-59.5432,18-02-2020,0,0,0
1267,1982,not,Barbados,13.1939,-59.5432,19-02-2020,0,0,0
1268,1983,not,Barbados,13.1939,-59.5432,20-02-2020,0,0,0
1269,1984,not,Barbados,13.1939,-59.5432,21-02-2020,0,0,0
1270,1985,not,Barbados,13.1939,-59.5432,22-02-2020,0,0,0
1271,1986,not,Barbados,13.1939,-59.5432,23-02-2020,0,0,0
1272,1987,not,Barbados,13.1939,-59.5432,24-02-2020,0,0,0
1273,1988,not,Barbados,13.1939,-59.5432,25-02-2020,0,0,0
1274,1989,not,Barbados,13.1939,-59.5432,26-02-2020,0,0,0
1275,1990,not,Barbados,13.1939,-59.5432,27-02-2020,0,0,0
1276,1991,not,Barbados,13.1939,-59.5432,28-02-2020,0,0,0
1277,1992,not,Barbados,13.1939,-59.5432,29-02-2020,0,0,0
1278,1993,not,Barbados,13.1939,-59.5432,01-03-2020,0,0,0
1279,1994,not,Barbados,13.1939,-59.5432,02-03-2020,0,0,0
1280,1995,not,Barbados,13.1939,-59.5432,03-03-2020,0,0,0
1281,1996,not,Barbados,13.1939,-59.5432,04-03-2020,0,0,0
1282,1997,not,Barbados,13.1939,-59.5432,05-03-2020,0,0,0
1283,1998,not,Barbados,13.1939,-59.5432,06-03-2020,0,0,0
1284,1999,not,Barbados,13.1939,-59.5432,07-03-2020,0,0,0
1285,2000,not,Barbados,13.1939,-59.5432,08-03-2020,0,0,0
1286,2001,not,Barbados,13.1939,-59.5432,09-03-2020,0,0,0
1287,2002,not,Barbados,13.1939,-59.5432,10-03-2020,0,0,0
1288,2003,not,Barbados,13.1939,-59.5432,11-03-2020,0,0,0
1289,2004,not,Barbados,13.1939,-59.5432,12-03-2020,0,0,0
1290,2005,not,Barbados,13.1939,-59.5432,13-03-2020,0,0,0
1291,2006,not,Barbados,13.1939,-59.5432,14-03-2020,0,0,0
1292,2007,not,Barbados,13.1939,-59.5432,15-03-2020,0,0,0
1293,2008,not,Barbados,13.1939,-59.5432,16-03-2020,0,0,0
1294,2009,not,Barbados,13.1939,-59.5432,17-03-2020,2,0,0
1295,2010,not,Barbados,13.1939,-59.5432,18-03-2020,2,0,2
1296,2011,not,Barbados,13.1939,-59.5432,19-03-2020,5,0,2
1297,2012,not,Barbados,13.1939,-59.5432,20-03-2020,5,0,5
1298,2047,not,Belarus,53.7098,27.9534,22-01-2020,0,0,2
1299,2048,not,Belarus,53.7098,27.9534,23-01-2020,0,0,0
1300,2049,not,Belarus,53.7098,27.9534,24-01-2020,0,0,0
1301,2050,not,Belarus,53.7098,27.9534,25-01-2020,0,0,0
1302,2051,not,Belarus,53.7098,27.9534,26-01-2020,0,0,0
1303,2052,not,Belarus,53.7098,27.9534,27-01-2020,0,0,0
1304,2053,not,Belarus,53.7098,27.9534,28-01-2020,0,0,0
1305,2054,not,Belarus,53.7098,27.9534,29-01-2020,0,0,0
1306,2055,not,Belarus,53.7098,27.9534,30-01-2020,0,0,0
1307,2056,not,Belarus,53.7098,27.9534,31-01-2020,0,0,0
1308,2057,not,Belarus,53.7098,27.9534,01-02-2020,0,0,0
1309,2058,not,Belarus,53.7098,27.9534,02-02-2020,0,0,0
1310,2059,not,Belarus,53.7098,27.9534,03-02-2020,0,0,0
1311,2060,not,Belarus,53.7098,27.9534,04-02-2020,0,0,0
1312,2061,not,Belarus,53.7098,27.9534,05-02-2020,0,0,0
1313,2062,not,Belarus,53.7098,27.9534,06-02-2020,0,0,0
1314,2063,not,Belarus,53.7098,27.9534,07-02-2020,0,0,0
1315,2064,not,Belarus,53.7098,27.9534,08-02-2020,0,0,0
1316,2065,not,Belarus,53.7098,27.9534,09-02-2020,0,0,0
1317,2066,not,Belarus,53.7098,27.9534,10-02-2020,0,0,0
1318,2067,not,Belarus,53.7098,27.9534,11-02-2020,0,0,0
1319,2068,not,Belarus,53.7098,27.9534,12-02-2020,0,0,0
1320,2069,not,Belarus,53.7098,27.9534,13-02-2020,0,0,0
1321,2070,not,Belarus,53.7098,27.9534,14-02-2020,0,0,0
1322,2071,not,Belarus,53.7098,27.9534,15-02-2020,0,0,0
1323,2072,not,Belarus,53.7098,27.9534,16-02-2020,0,0,0
1324,2073,not,Belarus,53.7098,27.9534,17-02-2020,0,0,0
1325,2074,not,Belarus,53.7098,27.9534,18-02-2020,0,0,0
1326,2075,not,Belarus,53.7098,27.9534,19-02-2020,0,0,0
1327,2076,not,Belarus,53.7098,27.9534,20-02-2020,0,0,0
1328,2077,not,Belarus,53.7098,27.9534,21-02-2020,0,0,0
1329,2078,not,Belarus,53.7098,27.9534,22-02-2020,0,0,0
1330,2079,not,Belarus,53.7098,27.9534,23-02-2020,0,0,0
1331,2080,not,Belarus,53.7098,27.9534,24-02-2020,0,0,0
1332,2081,not,Belarus,53.7098,27.9534,25-02-2020,0,0,0
1333,2082,not,Belarus,53.7098,27.9534,26-02-2020,0,0,0
1334,2083,not,Belarus,53.7098,27.9534,27-02-2020,0,0,0
1335,2084,not,Belarus,53.7098,27.9534,28-02-2020,1,0,0
1336,2085,not,Belarus,53.7098,27.9534,29-02-2020,1,0,1
1337,2086,not,Belarus,53.7098,27.9534,01-03-2020,1,0,1
1338,2087,not,Belarus,53.7098,27.9534,02-03-2020,1,0,1
1339,2088,not,Belarus,53.7098,27.9534,03-03-2020,1,0,1
1340,2089,not,Belarus,53.7098,27.9534,04-03-2020,6,0,1
1341,2090,not,Belarus,53.7098,27.9534,05-03-2020,6,0,6
1342,2091,not,Belarus,53.7098,27.9534,06-03-2020,6,0,6
1343,2092,not,Belarus,53.7098,27.9534,07-03-2020,6,0,6
1344,2093,not,Belarus,53.7098,27.9534,08-03-2020,6,0,6
1345,2094,not,Belarus,53.7098,27.9534,09-03-2020,6,0,6
1346,2095,not,Belarus,53.7098,27.9534,10-03-2020,9,0,6
1347,2096,not,Belarus,53.7098,27.9534,11-03-2020,9,0,9
1348,2097,not,Belarus,53.7098,27.9534,12-03-2020,12,0,9
1349,2098,not,Belarus,53.7098,27.9534,13-03-2020,27,0,12
1350,2099,not,Belarus,53.7098,27.9534,14-03-2020,27,0,27
1351,2100,not,Belarus,53.7098,27.9534,15-03-2020,27,0,27
1352,2101,not,Belarus,53.7098,27.9534,16-03-2020,36,0,27
1353,2102,not,Belarus,53.7098,27.9534,17-03-2020,36,0,36
1354,2103,not,Belarus,53.7098,27.9534,18-03-2020,51,0,36
1355,2104,not,Belarus,53.7098,27.9534,19-03-2020,51,0,51
1356,2105,not,Belarus,53.7098,27.9534,20-03-2020,69,0,51
1357,2140,not,Belgium,50.8333,4.0,22-01-2020,0,0,2
1358,2141,not,Belgium,50.8333,4.0,23-01-2020,0,0,0
1359,2142,not,Belgium,50.8333,4.0,24-01-2020,0,0,0
1360,2143,not,Belgium,50.8333,4.0,25-01-2020,0,0,0
1361,2144,not,Belgium,50.8333,4.0,26-01-2020,0,0,0
1362,2145,not,Belgium,50.8333,4.0,27-01-2020,0,0,0
1363,2146,not,Belgium,50.8333,4.0,28-01-2020,0,0,0
1364,2147,not,Belgium,50.8333,4.0,29-01-2020,0,0,0
1365,2148,not,Belgium,50.8333,4.0,30-01-2020,0,0,0
1366,2149,not,Belgium,50.8333,4.0,31-01-2020,0,0,0
1367,2150,not,Belgium,50.8333,4.0,01-02-2020,0,0,0
1368,2151,not,Belgium,50.8333,4.0,02-02-2020,0,0,0
1369,2152,not,Belgium,50.8333,4.0,03-02-2020,0,0,0
1370,2153,not,Belgium,50.8333,4.0,04-02-2020,1,0,0
1371,2154,not,Belgium,50.8333,4.0,05-02-2020,1,0,1
1372,2155,not,Belgium,50.8333,4.0,06-02-2020,1,0,1
1373,2156,not,Belgium,50.8333,4.0,07-02-2020,1,0,1
1374,2157,not,Belgium,50.8333,4.0,08-02-2020,1,0,1
1375,2158,not,Belgium,50.8333,4.0,09-02-2020,1,0,1
1376,2159,not,Belgium,50.8333,4.0,10-02-2020,1,0,1
1377,2160,not,Belgium,50.8333,4.0,11-02-2020,1,0,1
1378,2161,not,Belgium,50.8333,4.0,12-02-2020,1,0,1
1379,2162,not,Belgium,50.8333,4.0,13-02-2020,1,0,1
1380,2163,not,Belgium,50.8333,4.0,14-02-2020,1,0,1
1381,2164,not,Belgium,50.8333,4.0,15-02-2020,1,0,1
1382,2165,not,Belgium,50.8333,4.0,16-02-2020,1,0,1
1383,2166,not,Belgium,50.8333,4.0,17-02-2020,1,0,1
1384,2167,not,Belgium,50.8333,4.0,18-02-2020,1,0,1
1385,2168,not,Belgium,50.8333,4.0,19-02-2020,1,0,1
1386,2169,not,Belgium,50.8333,4.0,20-02-2020,1,0,1
1387,2170,not,Belgium,50.8333,4.0,21-02-2020,1,0,1
1388,2171,not,Belgium,50.8333,4.0,22-02-2020,1,0,1
1389,2172,not,Belgium,50.8333,4.0,23-02-2020,1,0,1
1390,2173,not,Belgium,50.8333,4.0,24-02-2020,1,0,1
1391,2174,not,Belgium,50.8333,4.0,25-02-2020,1,0,1
1392,2175,not,Belgium,50.8333,4.0,26-02-2020,1,0,1
1393,2176,not,Belgium,50.8333,4.0,27-02-2020,1,0,1
1394,2177,not,Belgium,50.8333,4.0,28-02-2020,1,0,1
1395,2178,not,Belgium,50.8333,4.0,29-02-2020,1,0,1
1396,2179,not,Belgium,50.8333,4.0,01-03-2020,2,0,1
1397,2180,not,Belgium,50.8333,4.0,02-03-2020,8,0,2
1398,2181,not,Belgium,50.8333,4.0,03-03-2020,13,0,8
1399,2182,not,Belgium,50.8333,4.0,04-03-2020,23,0,13
1400,2183,not,Belgium,50.8333,4.0,05-03-2020,50,0,23
1401,2184,not,Belgium,50.8333,4.0,06-03-2020,109,0,50
1402,2185,not,Belgium,50.8333,4.0,07-03-2020,169,0,109
1403,2186,not,Belgium,50.8333,4.0,08-03-2020,200,0,169
1404,2187,not,Belgium,50.8333,4.0,09-03-2020,239,0,200
1405,2188,not,Belgium,50.8333,4.0,10-03-2020,267,0,239
1406,2189,not,Belgium,50.8333,4.0,11-03-2020,314,3,267
1407,2190,not,Belgium,50.8333,4.0,12-03-2020,314,3,314
1408,2191,not,Belgium,50.8333,4.0,13-03-2020,559,3,314
1409,2192,not,Belgium,50.8333,4.0,14-03-2020,689,4,559
1410,2193,not,Belgium,50.8333,4.0,15-03-2020,886,4,689
1411,2194,not,Belgium,50.8333,4.0,16-03-2020,1058,5,886
1412,2195,not,Belgium,50.8333,4.0,17-03-2020,1243,10,1058
1413,2196,not,Belgium,50.8333,4.0,18-03-2020,1486,14,1243
1414,2197,not,Belgium,50.8333,4.0,19-03-2020,1795,21,1486
1415,2198,not,Belgium,50.8333,4.0,20-03-2020,2257,37,1795
1416,2233,not,Benin,9.3077,2.3158,22-01-2020,0,0,2
1417,2234,not,Benin,9.3077,2.3158,23-01-2020,0,0,0
1418,2235,not,Benin,9.3077,2.3158,24-01-2020,0,0,0
1419,2236,not,Benin,9.3077,2.3158,25-01-2020,0,0,0
1420,2237,not,Benin,9.3077,2.3158,26-01-2020,0,0,0
1421,2238,not,Benin,9.3077,2.3158,27-01-2020,0,0,0
1422,2239,not,Benin,9.3077,2.3158,28-01-2020,0,0,0
1423,2240,not,Benin,9.3077,2.3158,29-01-2020,0,0,0
1424,2241,not,Benin,9.3077,2.3158,30-01-2020,0,0,0
1425,2242,not,Benin,9.3077,2.3158,31-01-2020,0,0,0
1426,2243,not,Benin,9.3077,2.3158,01-02-2020,0,0,0
1427,2244,not,Benin,9.3077,2.3158,02-02-2020,0,0,0
1428,2245,not,Benin,9.3077,2.3158,03-02-2020,0,0,0
1429,2246,not,Benin,9.3077,2.3158,04-02-2020,0,0,0
1430,2247,not,Benin,9.3077,2.3158,05-02-2020,0,0,0
1431,2248,not,Benin,9.3077,2.3158,06-02-2020,0,0,0
1432,2249,not,Benin,9.3077,2.3158,07-02-2020,0,0,0
1433,2250,not,Benin,9.3077,2.3158,08-02-2020,0,0,0
1434,2251,not,Benin,9.3077,2.3158,09-02-2020,0,0,0
1435,2252,not,Benin,9.3077,2.3158,10-02-2020,0,0,0
1436,2253,not,Benin,9.3077,2.3158,11-02-2020,0,0,0
1437,2254,not,Benin,9.3077,2.3158,12-02-2020,0,0,0
1438,2255,not,Benin,9.3077,2.3158,13-02-2020,0,0,0
1439,2256,not,Benin,9.3077,2.3158,14-02-2020,0,0,0
1440,2257,not,Benin,9.3077,2.3158,15-02-2020,0,0,0
1441,2258,not,Benin,9.3077,2.3158,16-02-2020,0,0,0
1442,2259,not,Benin,9.3077,2.3158,17-02-2020,0,0,0
1443,2260,not,Benin,9.3077,2.3158,18-02-2020,0,0,0
1444,2261,not,Benin,9.3077,2.3158,19-02-2020,0,0,0
1445,2262,not,Benin,9.3077,2.3158,20-02-2020,0,0,0
1446,2263,not,Benin,9.3077,2.3158,21-02-2020,0,0,0
1447,2264,not,Benin,9.3077,2.3158,22-02-2020,0,0,0
1448,2265,not,Benin,9.3077,2.3158,23-02-2020,0,0,0
1449,2266,not,Benin,9.3077,2.3158,24-02-2020,0,0,0
1450,2267,not,Benin,9.3077,2.3158,25-02-2020,0,0,0
1451,2268,not,Benin,9.3077,2.3158,26-02-2020,0,0,0
1452,2269,not,Benin,9.3077,2.3158,27-02-2020,0,0,0
1453,2270,not,Benin,9.3077,2.3158,28-02-2020,0,0,0
1454,2271,not,Benin,9.3077,2.3158,29-02-2020,0,0,0
1455,2272,not,Benin,9.3077,2.3158,01-03-2020,0,0,0
1456,2273,not,Benin,9.3077,2.3158,02-03-2020,0,0,0
1457,2274,not,Benin,9.3077,2.3158,03-03-2020,0,0,0
1458,2275,not,Benin,9.3077,2.3158,04-03-2020,0,0,0
1459,2276,not,Benin,9.3077,2.3158,05-03-2020,0,0,0
1460,2277,not,Benin,9.3077,2.3158,06-03-2020,0,0,0
1461,2278,not,Benin,9.3077,2.3158,07-03-2020,0,0,0
1462,2279,not,Benin,9.3077,2.3158,08-03-2020,0,0,0
1463,2280,not,Benin,9.3077,2.3158,09-03-2020,0,0,0
1464,2281,not,Benin,9.3077,2.3158,10-03-2020,0,0,0
1465,2282,not,Benin,9.3077,2.3158,11-03-2020,0,0,0
1466,2283,not,Benin,9.3077,2.3158,12-03-2020,0,0,0
1467,2284,not,Benin,9.3077,2.3158,13-03-2020,0,0,0
1468,2285,not,Benin,9.3077,2.3158,14-03-2020,0,0,0
1469,2286,not,Benin,9.3077,2.3158,15-03-2020,0,0,0
1470,2287,not,Benin,9.3077,2.3158,16-03-2020,1,0,0
1471,2288,not,Benin,9.3077,2.3158,17-03-2020,1,0,1
1472,2289,not,Benin,9.3077,2.3158,18-03-2020,2,0,1
1473,2290,not,Benin,9.3077,2.3158,19-03-2020,2,0,2
1474,2291,not,Benin,9.3077,2.3158,20-03-2020,2,0,2
1475,2326,not,Bhutan,27.5142,90.4336,22-01-2020,0,0,2
1476,2327,not,Bhutan,27.5142,90.4336,23-01-2020,0,0,0
1477,2328,not,Bhutan,27.5142,90.4336,24-01-2020,0,0,0
1478,2329,not,Bhutan,27.5142,90.4336,25-01-2020,0,0,0
1479,2330,not,Bhutan,27.5142,90.4336,26-01-2020,0,0,0
1480,2331,not,Bhutan,27.5142,90.4336,27-01-2020,0,0,0
1481,2332,not,Bhutan,27.5142,90.4336,28-01-2020,0,0,0
1482,2333,not,Bhutan,27.5142,90.4336,29-01-2020,0,0,0
1483,2334,not,Bhutan,27.5142,90.4336,30-01-2020,0,0,0
1484,2335,not,Bhutan,27.5142,90.4336,31-01-2020,0,0,0
1485,2336,not,Bhutan,27.5142,90.4336,01-02-2020,0,0,0
1486,2337,not,Bhutan,27.5142,90.4336,02-02-2020,0,0,0
1487,2338,not,Bhutan,27.5142,90.4336,03-02-2020,0,0,0
